代號,名稱,年/月,季底存貨/營收TSE
5347,世界,2023/06,64.48 
5347,世界,2023/03,75.25 
5351,鈺創,2023/09,461.43 
5351,鈺創,2023/06,438.91 
5351,鈺創,2023/03,630.16 
5468,凱鈺,2023/09,887.08 
5468,凱鈺,2023/06,856.39 
5468,凱鈺,2023/03,1096.24 
5483,中美晶,2023/09,55.68 
5483,中美晶,2023/06,53.62 
5483,中美晶,2023/03,52.60 
5487,通泰,2023/09,150.88 
5487,通泰,2023/06,156.54 
5487,通泰,2023/03,148.54 
6104,創惟,2023/09,115.95 
6104,創惟,2023/06,154.17 
6104,創惟,2023/03,222.29 
6129,普誠,2023/09,165.28 
6129,普誠,2023/06,168.92 
6129,普誠,2023/03,134.99 
6130,上亞科技,2023/09,31.75 
6130,上亞科技,2023/06,28.75 
6130,上亞科技,2023/03,39.12 
6138,茂達,2023/09,84.05 
6138,茂達,2023/06,103.27 
6138,茂達,2023/03,134.40 
6147,頎邦,2023/09,36.14 
6147,頎邦,2023/06,36.08 
6147,頎邦,2023/03,36.79 
6182,合晶,2023/09,112.45 
6182,合晶,2023/06,126.38 
6182,合晶,2023/03,116.23 
6229,研通,2023/09,36.00 
6229,研通,2023/06,39.61 
6229,研通,2023/03,63.49 
6233,旺玖,2023/09,114.11 
6233,旺玖,2023/06,87.97 
6233,旺玖,2023/03,118.08 
6237,驊訊,2023/09,78.55 
6237,驊訊,2023/06,62.45 
6237,驊訊,2023/03,127.94 
6261,久元,2023/09,131.41 
6261,久元,2023/06,110.88 
6261,久元,2023/03,113.36 
6287,元隆,2023/09,374.49 
6287,元隆,2023/06,261.05 
6287,元隆,2023/03,213.98 
6291,沛亨,2023/09,46.60 
6291,沛亨,2023/06,54.99 
6291,沛亨,2023/03,62.30 
6411,晶焱,2023/09,65.13 
6411,晶焱,2023/06,60.76 
6411,晶焱,2023/03,73.35 
6435,大中,2023/09,110.36 
6435,大中,2023/06,128.74 
6435,大中,2023/03,148.51 
6457,紘康,2023/09,207.60 
6457,紘康,2023/06,281.82 
6457,紘康,2023/03,393.20 
6462,神盾,2023/09,109.93 
6462,神盾,2023/06,152.24 
6462,神盾,2023/03,161.33 
6485,點序,2023/09,104.74 
6485,點序,2023/06,144.28 
6485,點序,2023/03,145.57 
6488,環球晶,2023/09,53.16 
6488,環球晶,2023/06,51.48 
6488,環球晶,2023/03,49.60 
